id,title,date,country,artist_name
f758b1b2-bf64-4dfe-b1c8-caaed2187adf,The Promise,1991-02-24,CA,T’Pau
6f80b6a6-2c12-48a4-a375-f3200cddca2b,Gorky,1992-02-24,BE,Gorky
f9fe7915-cd06-4a6e-a033-36f1b7736f4a,Hands On,1992-02-24,XE,Thousand Yard Stare
f9fe7915-cd06-4a6e-a033-36f1b7736f4a,Hands On,1992-02-24,XE,Thousand Yard Stare
92f40353-ff30-4af4-a59b-ee21d6bc35bd,Get Ready,1992-02-24,GB,2 Unlimited
d4dc742b-074d-4e1d-9acb-96f07227d4c5,Ten,1992-02-24,XE,Pearl Jam
0065df06-e4ed-4c84-af12-31339d67a0d1,Love's Easy Tears,1992-02-24,US,Cocteau Twins
d4dc742b-074d-4e1d-9acb-96f07227d4c5,Ten,1992-02-24,XE,Pearl Jam
7180ca9b-f141-48ca-a98b-519424fc591f,Woman Gone and Say Goodbye,1992-02-24,GB,The Stairs
352ebcd8-556b-4179-8379-db8630d75415,Hard Times,1992-02-24,GB,Nu-Matic
0065df06-e4ed-4c84-af12-31339d67a0d1,Love's Easy Tears,1992-02-24,US,Cocteau Twins
0ad957b9-54b4-4409-897c-cb9cda135da9,Church of Your Heart,1992-02-24,FR,Roxette
7452f8c9-f9bc-3ca7-859e-3220e57e4e4a,Arise,1992-02-24,JP,Sepultura
53c05642-e984-4893-9fc8-9b36445602a7,The Statue Got Me High,1992-02-24,US,They Might Be Giants
53c05642-e984-4893-9fc8-9b36445602a7,The Statue Got Me High,1992-02-24,US,They Might Be Giants
41a8c926-880e-481c-8fb9-bae431dd9b41,Weirdo,1992-02-24,GB,The Charlatans
53c05642-e984-4893-9fc8-9b36445602a7,The Statue Got Me High,1992-02-24,US,They Might Be Giants
b991f5ec-4137-4bb0-bcea-1d1e86bfd93c,Faît accompli,1992-02-24,GB,Curve
2f06bea9-8951-44bc-9e77-58fda8c4351e,Fast wia im richtigen Leben,1992-02-24,DE,Gerhard Polt
2f06bea9-8951-44bc-9e77-58fda8c4351e,Fast wia im richtigen Leben,1992-02-24,DE,Gisela Schneeberger
36d22c3c-bf58-4960-a84f-9044ab7dd5c8,Leberkäs’ Hawaii,1992-02-24,DE,Gerhard Polt
d665ae8f-686f-44d2-b7d1-bacdc01e419e,d’Anni hat g’sagt…,1992-02-24,DE,Gerhard Polt
2f06bea9-8951-44bc-9e77-58fda8c4351e,Fast wia im richtigen Leben,1992-02-24,DE,Gerhard Polt
2f06bea9-8951-44bc-9e77-58fda8c4351e,Fast wia im richtigen Leben,1992-02-24,DE,Gisela Schneeberger
03b0ba60-8a3f-3a64-a557-53ecbfba7484,Symphonie no. 10,1992-02-24,GB,Mahler
03b0ba60-8a3f-3a64-a557-53ecbfba7484,Symphonie no. 10,1992-02-24,GB,Bournemouth Symphony Orchestra
03b0ba60-8a3f-3a64-a557-53ecbfba7484,Symphonie no. 10,1992-02-24,GB,Simon Rattle
bf585e4a-ef4a-4035-8884-c138d3d3e3b2,The Very Best of Matt Monro,1992-02-24,GB,Matt Monro
bf585e4a-ef4a-4035-8884-c138d3d3e3b2,The Very Best of Matt Monro,1992-02-24,GB,Matt Monro
03b0ba60-8a3f-3a64-a557-53ecbfba7484,Symphonie no. 10,1992-02-24,GB,Mahler
03b0ba60-8a3f-3a64-a557-53ecbfba7484,Symphonie no. 10,1992-02-24,GB,Bournemouth Symphony Orchestra
03b0ba60-8a3f-3a64-a557-53ecbfba7484,Symphonie no. 10,1992-02-24,GB,Simon Rattle
5bdd6f65-3e3f-4750-ae29-3758081f0f84,E Pluribus Funk,1993-02-24,JP,Grand Funk Railroad
c39bb02a-0532-4229-9e98-907ddd456f6b,Aggro-Phobia,1993-02-24,JP,Suzi Quatro
7153a96c-5ab2-45ad-8874-a7b686e213fb,The Predator,1993-02-24,JP,Ice Cube
c3b55997-30fe-4de8-b108-df20bf7d0b89,Star Trek: The Next Generation VOL.3,1993-02-24,JP,Dennis McCarthy
5079e5c1-8f92-41e4-b19f-4b5e779a1602,The Computer Music SC-55 Edition,1993-02-24,JP,宗像仁志
4ec303b2-f318-4620-acc1-8c92b29cba9a,echo de MIHARU,1993-02-24,JP,コシミハル
5e506702-473f-480d-892d-3e1f335446f9,No More Alibis,1993-02-24,JP,Sinner
4ec303b2-f318-4620-acc1-8c92b29cba9a,echo de MIHARU,1993-02-24,JP,コシミハル
91ef4ec7-2457-33ef-9967-88ff1c70b5f1,Lifes Rich Pageant,1993-02-24,JP,R.E.M.
70dd934b-33e4-4cb0-9d8b-3165d75b5baa,Perfect Selection - Sound Racing History,1993-02-24,JP,コナミ矩形波倶楽部
c3b55997-30fe-4de8-b108-df20bf7d0b89,Star Trek: The Next Generation VOL.3,1993-02-24,JP,Dennis McCarthy
70dd934b-33e4-4cb0-9d8b-3165d75b5baa,Perfect Selection - Sound Racing History,1993-02-24,JP,コナミ矩形波倶楽部
91ef4ec7-2457-33ef-9967-88ff1c70b5f1,Lifes Rich Pageant,1993-02-24,JP,R.E.M.
aec97ea7-37eb-46eb-a38a-5bd867dc10f4,Greg Lake,1993-02-24,JP,Greg Lake
a0423dfb-5ea1-4dba-8d71-bc86dec56c1f,WASP,1993-02-24,JP,W.A.S.P.
322b6244-71be-475b-8b80-6315c3581619,Heaven on Earth,1993-02-24,JP,Belinda Carlisle
5e506702-473f-480d-892d-3e1f335446f9,No More Alibis,1993-02-24,JP,Sinner
5167be19-5fb0-4eeb-9da5-0fd0b454a535,The Last Command,1993-02-24,JP,W.A.S.P.
bba199fd-66d6-4191-b26f-ee430cffd372,新・明解ドラゴンハーフ,1993-02-24,JP,田中公平
7c64e712-ef90-33dd-a7b1-297edfe141c0,Survival,1993-02-24,JP,Grand Funk Railroad
47becc6a-99de-4414-a8ca-a60e27ef0cb7,Closer to Home,1993-02-24,JP,Grand Funk Railroad
abae8ee4-9708-4c61-891a-ac718c3cfd9a,ひとり,1993-02-24,JP,浅香唯
0d443bf5-6c96-4bf3-9779-442b3e91aae1,璨麗的鄧麗君 中國語名唱選シリーズ1 1977~1980,1993-02-24,JP,鄧麗君
0d443bf5-6c96-4bf3-9779-442b3e91aae1,璨麗的鄧麗君 中國語名唱選シリーズ1 1977~1980,1993-02-24,JP,鄧麗君
2591c21f-0a13-453f-90f5-1ee3223975bd,Megabox: Single Collection,1993-02-24,JP,Megadeth
2591c21f-0a13-453f-90f5-1ee3223975bd,Megabox: Single Collection,1993-02-24,JP,Megadeth
5d4ba3d3-8511-49bf-a6fd-2c3728f05a0e,"A Tribute, Volume Ⅰ: Sincerely Yours",1993-02-24,GB,Vera Lynn
cbd197a6-9e0a-4cf0-8d35-2d62d8e53a89,CONTRAST,1993-02-24,JP,浅香唯
29633d28-6490-4218-8cae-7234d588d8e2,とってもメリーゴーランド,1993-02-24,JP,シャ乱Q
abae8ee4-9708-4c61-891a-ac718c3cfd9a,ひとり,1993-02-24,JP,浅香唯
47becc6a-99de-4414-a8ca-a60e27ef0cb7,Closer to Home,1993-02-24,JP,Grand Funk Railroad
7c64e712-ef90-33dd-a7b1-297edfe141c0,Survival,1993-02-24,JP,Grand Funk Railroad
47becc6a-99de-4414-a8ca-a60e27ef0cb7,Closer to Home,1993-02-24,JP,Grand Funk Railroad
0d0672b5-a46c-4111-9018-4425208b817f,Objection Overruled,1993-02-24,JP,Accept
42d5f703-3c16-4212-aa96-a0943685bda9,Just Combination,1993-02-24,JP,MOMO
0345f18c-cef1-4acd-a41d-309b3e861bf3,Pullin' No Punches,1993-02-24,US,Disciples of Christ
0345f18c-cef1-4acd-a41d-309b3e861bf3,Pullin' No Punches,1993-02-24,US,Disciples of Christ
