id,title,date,country,artist_name
4c804226-a213-4511-aa03-45e9622d9715,Live at Good Day Club,1990-05-05,JP,Junior Mance Trio
c4709766-fcb2-4278-93a8-ddf615125d30,Bad Reputation,1990-05-05,JP,Thin Lizzy
fdeb8e0a-d9b2-4023-96df-8f86a6867427,Life Live,1990-05-05,JP,Thin Lizzy
95e873df-dace-429f-8140-89ab6f52272b,In the Night,1991-05-05,DE,Dunkelziffer
ce30cb4b-a4fb-46fb-b0c1-bc377c9c15a2,Places I Dream,1991-05-05,US,Joe Moon
a6cf49cb-1433-4a37-98b9-1eda5ec0b7bc,コナミ・ゲーム・ミュージック・コレクションVol.3,1991-05-05,JP,コナミ矩形波倶楽部
21eccbc8-2659-46a7-869a-2631a00d684c,Kneel to the Rising Sun,1991-05-05,FR,Phil Gammage
6283730f-1822-4aa7-a0cd-14d7f70e7763,Symphony no. 3,1992-05-05,US,Henryk Górecki
6283730f-1822-4aa7-a0cd-14d7f70e7763,Symphony no. 3,1992-05-05,US,Dawn Upshaw
6283730f-1822-4aa7-a0cd-14d7f70e7763,Symphony no. 3,1992-05-05,US,London Sinfonietta
6283730f-1822-4aa7-a0cd-14d7f70e7763,Symphony no. 3,1992-05-05,US,David Zinman
34c5ce32-8cae-4d4b-8007-4ec44d0570bb,Don Pasquale,1992-05-05,IT,Gaetano Donizetti
34c5ce32-8cae-4d4b-8007-4ec44d0570bb,Don Pasquale,1992-05-05,IT,Renata Scotto
34c5ce32-8cae-4d4b-8007-4ec44d0570bb,Don Pasquale,1992-05-05,IT,Fernando Corena
34c5ce32-8cae-4d4b-8007-4ec44d0570bb,Don Pasquale,1992-05-05,IT,Walter Alberti
34c5ce32-8cae-4d4b-8007-4ec44d0570bb,Don Pasquale,1992-05-05,IT,Luigi Alva
34c5ce32-8cae-4d4b-8007-4ec44d0570bb,Don Pasquale,1992-05-05,IT,Orchestra
34c5ce32-8cae-4d4b-8007-4ec44d0570bb,Don Pasquale,1992-05-05,IT,Coro del Maggio Musicale Fiorentino
34c5ce32-8cae-4d4b-8007-4ec44d0570bb,Don Pasquale,1992-05-05,IT,Bruno Rigacci
595f545a-c25e-47ee-b9ff-bc012ff2ec17,Bajo un palmar,1992-05-05,PR,Tito Gómez
595f545a-c25e-47ee-b9ff-bc012ff2ec17,Bajo un palmar,1992-05-05,PR,Tito Gómez
